,industry,variable,value
661,10 INDUSTRIA DE LA ALIMENTACIÓN,2013,2686.63
662,11 FABRICACIÓN DE BEBIDAS,2013,5.6
663,20 INDUSTRIA QUÍMICA,2013,4503.0
664,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2013,0.0
665,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2013,0.0
666,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2013,46.8
667,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2013,0.0
668,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2013,0.0
669,33 REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,2013,229.86
670,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2013,0.0
671,41 CONSTRUCCIÓN DE EDIFICIOS,2013,55085.51
672,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2013,2733.49
673,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2013,154.7
674,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2013,0.0
675,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,2013,82.7
676,55 SERVICIOS DE ALOJAMIENTO,2013,22740.94
677,56 SERVICIOS DE COMIDAS Y BEBIDAS,2013,744.07
678,58 EDICIÓN,2013,854.68
679,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2013,29.69
680,61 TELECOMUNICACIONES,2013,0.75
681,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2013,2.17
682,63 SERVICIOS DE INFORMACIÓN,2013,0.0
683,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2013,1310.92
684,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2013,90084.05
685,68 ACTIVIDADES INMOBILIARIAS,2013,106266.32
686,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2013,20.02
687,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2013,0.0
688,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2013,4640.02
689,72 INVESTIGACIÓN Y DESARROLLO,2013,9.78
690,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2013,46.59
691,77 ACTIVIDADES DE ALQUILER,2013,1705.0
692,78 ACTIVIDADES RELACIONADAS CON EL EMPLEO,2013,0.0
693,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,2013,1249.91
694,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2013,0.0
695,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2013,1.6800000000000002
696,85 EDUCACIÓN,2013,0.0
697,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2013,45.81
698,94 ACTIVIDADES ASOCIATIVAS,2013,13000.0
699,96 OTROS SERVICIOS PERSONALES,2013,10.0
700,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2014,1800.97
701,10 INDUSTRIA DE LA ALIMENTACIÓN,2014,550685.82
702,11 FABRICACIÓN DE BEBIDAS,2014,3.38
703,13 INDUSTRIA TEXTIL,2014,113.92
704,15 INDUSTRIA DEL CUERO Y DEL CALZADO,2014,0.03
705,20 INDUSTRIA QUÍMICA,2014,1745.0
706,21 FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS,2014,0.0
707,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2014,17.94
708,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2014,0.0
709,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO",2014,12959.99
710,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2014,0.0
711,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2014,3.02
712,31 FABRICACIÓN DE MUEBLES,2014,34.0
713,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2014,500.0
714,41 CONSTRUCCIÓN DE EDIFICIOS,2014,2971.95
715,42 INGENIERÍA CIVIL,2014,501461.18
716,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2014,3.0
717,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2014,365.38
718,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2014,376.74
719,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2014,0.0
720,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,2014,30.0
721,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2014,11.1
722,55 SERVICIOS DE ALOJAMIENTO,2014,801.08
723,56 SERVICIOS DE COMIDAS Y BEBIDAS,2014,316.65
724,58 EDICIÓN,2014,0.0
725,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2014,1000.0
726,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2014,415.07
727,63 SERVICIOS DE INFORMACIÓN,2014,3074.96
728,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2014,10.6
729,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL",2014,266.67
730,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2014,153.0
731,68 ACTIVIDADES INMOBILIARIAS,2014,43266.46
732,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2014,37.22
733,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2014,3.08
734,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2014,21.8
735,77 ACTIVIDADES DE ALQUILER,2014,112.0
736,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,2014,0.0
737,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2014,0.0
738,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2014,658.79
739,85 EDUCACIÓN,2014,40.0
740,"90 ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS",2014,7.5
741,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2014,3.0
742,96 OTROS SERVICIOS PERSONALES,2014,44.13
743,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2015,6257.97
744,08 OTRAS INDUSTRIAS EXTRACTIVAS,2015,0.0
745,09 ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,2015,30.0
746,10 INDUSTRIA DE LA ALIMENTACIÓN,2015,340043.05
747,11 FABRICACIÓN DE BEBIDAS,2015,2467.3
748,13 INDUSTRIA TEXTIL,2015,663.19
749,"16 INDUSTRIA MADERA Y CORCHO, EXCEPTO MUEBLES, CESTERÍA",2015,0.0
750,20 INDUSTRIA QUÍMICA,2015,57177.82
751,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2015,0.0
752,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2015,0.0
753,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO",2015,0.0
754,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2015,2248.65
755,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2015,0.0
756,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2015,0.0
757,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2015,0.0
758,41 CONSTRUCCIÓN DE EDIFICIOS,2015,62294.71
759,42 INGENIERÍA CIVIL,2015,2482.28
760,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2015,0.8
761,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.,2015,29.86
762,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2015,5700.39
763,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2015,1106.97
764,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2015,0.0
765,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2015,176955.19
766,55 SERVICIOS DE ALOJAMIENTO,2015,139.4
767,56 SERVICIOS DE COMIDAS Y BEBIDAS,2015,11.12
768,58 EDICIÓN,2015,410.6
769,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2015,92180.39
770,61 TELECOMUNICACIONES,2015,29658.02
771,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2015,260.53
772,63 SERVICIOS DE INFORMACIÓN,2015,11534.18
773,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2015,22.0
774,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2015,55331.65
775,68 ACTIVIDADES INMOBILIARIAS,2015,69725.02
776,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2015,35.14
777,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2015,92.95
778,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2015,321.84
779,72 INVESTIGACIÓN Y DESARROLLO,2015,250.0
780,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2015,804.5
781,77 ACTIVIDADES DE ALQUILER,2015,1.0
782,78 ACTIVIDADES RELACIONADAS CON EL EMPLEO,2015,3.0
783,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2015,334.0
784,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,2015,1231.25
785,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2015,0.0
786,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2015,677.56
787,85 EDUCACIÓN,2015,403.24
788,86 ACTIVIDADES SANITARIAS,2015,0.0
789,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2015,604.0
790,96 OTROS SERVICIOS PERSONALES,2015,153.76
791,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2016,1503.5
792,02 SILVICULTURA Y EXPLOTACIÓN FORESTAL,2016,0.0
793,08 OTRAS INDUSTRIAS EXTRACTIVAS,2016,0.0
794,10 INDUSTRIA DE LA ALIMENTACIÓN,2016,167271.79
795,11 FABRICACIÓN DE BEBIDAS,2016,1400.48
796,13 INDUSTRIA TEXTIL,2016,8.59
797,"16 INDUSTRIA MADERA Y CORCHO, EXCEPTO MUEBLES, CESTERÍA",2016,0.0
798,19 COQUERÍAS Y REFINO DE PETRÓLEO,2016,0.0
799,20 INDUSTRIA QUÍMICA,2016,1053.24
800,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2016,0.4
801,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2016,0.0
802,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO",2016,10.06
803,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2016,359.0
804,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2016,0.0
805,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2016,0.0
806,"29 FABRICACIÓN DE VEHÍCULOS DE MOTOR, REMOLQUES",2016,368568.12
807,31 FABRICACIÓN DE MUEBLES,2016,0.0
808,33 REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,2016,0.0
809,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2016,2.65
810,"36 CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA",2016,0.0
811,37 RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,2016,0.0
812,"38 RECOGIDA, TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS",2016,738824.63
813,39 ACTIVID. DE DESCONTAMINACIÓN Y OTROS SERVICIOS,2016,0.0
814,41 CONSTRUCCIÓN DE EDIFICIOS,2016,43156.21
815,42 INGENIERÍA CIVIL,2016,995.34
816,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2016,1.6
817,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.,2016,0.0
818,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2016,165488.33
819,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2016,285.46
820,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2016,0.0
821,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,2016,70.0
822,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2016,1768.91
823,55 SERVICIOS DE ALOJAMIENTO,2016,1137.0
824,56 SERVICIOS DE COMIDAS Y BEBIDAS,2016,89.43
825,58 EDICIÓN,2016,2531.34
826,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2016,253.0
827,61 TELECOMUNICACIONES,2016,299.97
828,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2016,516.77
829,63 SERVICIOS DE INFORMACIÓN,2016,689.63
830,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2016,157431.49
831,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL",2016,0.0
832,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2016,14315.49
833,68 ACTIVIDADES INMOBILIARIAS,2016,61087.32
834,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2016,203.36
835,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2016,74.3
836,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2016,30686.62
837,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2016,515.77
838,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",2016,1.1
839,77 ACTIVIDADES DE ALQUILER,2016,0.0
840,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2016,196.81
841,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,2016,0.0
842,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2016,0.0
843,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2016,2598.62
844,85 EDUCACIÓN,2016,210.59
845,86 ACTIVIDADES SANITARIAS,2016,3.0
846,"90 ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS",2016,1.5
847,92 ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,2016,180.08
848,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2016,7.61
849,96 OTROS SERVICIOS PERSONALES,2016,121.78
850,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2017,3.06
851,08 OTRAS INDUSTRIAS EXTRACTIVAS,2017,0.0
852,10 INDUSTRIA DE LA ALIMENTACIÓN,2017,259857.29
853,11 FABRICACIÓN DE BEBIDAS,2017,1192.45
854,13 INDUSTRIA TEXTIL,2017,3.0
855,14 CONFECCIÓN DE PRENDAS DE VESTIR,2017,1.0
856,"16 INDUSTRIA MADERA Y CORCHO, EXCEPTO MUEBLES, CESTERÍA",2017,0.0
857,19 COQUERÍAS Y REFINO DE PETRÓLEO,2017,0.0
858,20 INDUSTRIA QUÍMICA,2017,3.0
859,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2017,0.0
860,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2017,0.0
861,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO",2017,0.0
862,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2017,0.0
863,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2017,500.0
864,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2017,0.0
865,"29 FABRICACIÓN DE VEHÍCULOS DE MOTOR, REMOLQUES",2017,56395.13
866,30 FABRICACIÓN DE OTRO MATERIAL DE TRANSPORTE,2017,0.15
867,31 FABRICACIÓN DE MUEBLES,2017,100.55
868,32 OTRAS INDUSTRIAS MANUFACTURERAS,2017,382.0
869,33 REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,2017,0.0
870,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2017,0.02
871,"36 CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA",2017,0.0
872,37 RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,2017,0.0
873,"38 RECOGIDA, TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS",2017,0.0
874,39 ACTIVID. DE DESCONTAMINACIÓN Y OTROS SERVICIOS,2017,0.0
875,41 CONSTRUCCIÓN DE EDIFICIOS,2017,72300.98
876,42 INGENIERÍA CIVIL,2017,0.0
877,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2017,1.5
878,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.,2017,0.0
879,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2017,10433.19
880,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2017,2749.46
881,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2017,3.1
882,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2017,66.01
883,55 SERVICIOS DE ALOJAMIENTO,2017,2.56
884,56 SERVICIOS DE COMIDAS Y BEBIDAS,2017,52.68
885,58 EDICIÓN,2017,4450.35
886,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2017,3284.41
887,61 TELECOMUNICACIONES,2017,32.1
888,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2017,455.87
889,63 SERVICIOS DE INFORMACIÓN,2017,73.43
890,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2017,1017.88
891,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL",2017,0.0
892,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2017,520.59
893,68 ACTIVIDADES INMOBILIARIAS,2017,58279.77
894,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2017,4.06
895,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2017,5365.82
896,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2017,3.15
897,72 INVESTIGACIÓN Y DESARROLLO,2017,2.0
898,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2017,1904.71
899,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",2017,2.63
900,77 ACTIVIDADES DE ALQUILER,2017,0.0
901,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2017,1.5
902,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,2017,0.0
903,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2017,0.0
904,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2017,2912.26
905,85 EDUCACIÓN,2017,11037.47
906,86 ACTIVIDADES SANITARIAS,2017,48.51
907,88 ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO,2017,600.0
908,"90 ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS",2017,0.0
909,92 ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,2017,0.0
910,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2017,10211.66
911,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2018,1.55
912,08 OTRAS INDUSTRIAS EXTRACTIVAS,2018,0.0
913,10 INDUSTRIA DE LA ALIMENTACIÓN,2018,55710.24
914,11 FABRICACIÓN DE BEBIDAS,2018,157425.73
915,13 INDUSTRIA TEXTIL,2018,150.0
916,14 CONFECCIÓN DE PRENDAS DE VESTIR,2018,3.68
917,"16 INDUSTRIA MADERA Y CORCHO, EXCEPTO MUEBLES, CESTERÍA",2018,72.0
918,18 ARTES GRÁFICAS Y REPRODUCCIÓN DE SOPORTES GRABADOS,2018,5.2
919,19 COQUERÍAS Y REFINO DE PETRÓLEO,2018,0.0
920,20 INDUSTRIA QUÍMICA,2018,10501.21
921,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2018,0.0
922,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2018,0.0
923,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO",2018,0.0
924,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2018,0.0
925,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO,2018,0.0
926,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2018,0.0
927,"29 FABRICACIÓN DE VEHÍCULOS DE MOTOR, REMOLQUES",2018,264.52
928,33 REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,2018,0.0
929,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2018,6.7
930,"36 CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA",2018,0.0
931,37 RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,2018,0.0
932,"38 RECOGIDA, TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS",2018,0.0
933,39 ACTIVID. DE DESCONTAMINACIÓN Y OTROS SERVICIOS,2018,0.0
934,41 CONSTRUCCIÓN DE EDIFICIOS,2018,8590.38
935,42 INGENIERÍA CIVIL,2018,0.0
936,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2018,945.18
937,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.,2018,218.71
938,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2018,2105.09
939,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2018,605.1
940,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2018,1.5
941,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,2018,15.0
942,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2018,855.9
943,55 SERVICIOS DE ALOJAMIENTO,2018,5.1
944,56 SERVICIOS DE COMIDAS Y BEBIDAS,2018,76.34
945,58 EDICIÓN,2018,26060.37
946,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2018,9649.58
947,61 TELECOMUNICACIONES,2018,3101.5
948,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2018,583.28
949,63 SERVICIOS DE INFORMACIÓN,2018,380.32
950,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2018,77.04
951,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL",2018,0.0
952,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2018,237.46
953,68 ACTIVIDADES INMOBILIARIAS,2018,12551.66
954,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2018,135.11
955,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2018,1241.28
956,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2018,322.65
957,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2018,601.83
958,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",2018,15.61
959,77 ACTIVIDADES DE ALQUILER,2018,15.0
960,78 ACTIVIDADES RELACIONADAS CON EL EMPLEO,2018,527.43
961,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2018,33.11
962,81 SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA,2018,0.0
963,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2018,211.72
964,85 EDUCACIÓN,2018,5.25
965,86 ACTIVIDADES SANITARIAS,2018,99.99
966,"90 ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS",2018,1.8
967,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2018,1711.98
968,96 OTROS SERVICIOS PERSONALES,2018,50.0
969,"01 AGRICULTURA, GANADERÍA, CAZA Y SERV. RELACIONADOS",2019,2.55
970,06 EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL,2019,1.5
971,10 INDUSTRIA DE LA ALIMENTACIÓN,2019,42884.11
972,11 FABRICACIÓN DE BEBIDAS,2019,1454.16
973,13 INDUSTRIA TEXTIL,2019,242.29
974,20 INDUSTRIA QUÍMICA,2019,637.1
975,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR",2019,9.14
976,31 FABRICACIÓN DE MUEBLES,2019,156.0
977,32 OTRAS INDUSTRIAS MANUFACTURERAS,2019,40.01
978,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2019,18.84
979,"38 RECOGIDA, TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS",2019,525444.62
980,41 CONSTRUCCIÓN DE EDIFICIOS,2019,60663.75
981,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2019,33.04
982,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.,2019,0.0
983,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2019,2795.17
984,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2019,681.11
985,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES,2019,15.0
986,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2019,735.0
987,55 SERVICIOS DE ALOJAMIENTO,2019,140192.6
988,56 SERVICIOS DE COMIDAS Y BEBIDAS,2019,140.77
989,58 EDICIÓN,2019,10253.02
990,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB.",2019,2340.29
991,61 TELECOMUNICACIONES,2019,55.5
992,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2019,3688.01
